µTester v1.2
Start date:	03.08.2021 08:06:18,155
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
110,264	-3,355501	-1053,108477	22,223000	22,207000
110,276	-3,334496	-1053,142034	22,223000	22,207000
110,468	-2,950008	-1053,170841	22,223000	22,207000
110,960	-2,190673	-1052,809361	22,223000	22,202000
111,054	-1,904608	-1052,726277	22,223000	22,202000
111,198	-1,813772	-1052,518671	22,223000	22,202000
111,436	-1,605455	-1052,231779	22,223000	22,202000
111,641	-1,246861	-1051,941020	22,223000	22,202000
111,850	-1,144027	-1051,646118	22,223000	22,202000
111,964	-0,836227	-1051,394587	22,223000	22,202000
112,053	-0,787536	-1051,120472	22,223000	22,202000
112,201	-0,603136	-1050,863002	22,223000	22,202000
112,353	-0,456286	-1050,608502	22,217000	22,188000
112,444	-0,108677	-1050,258209	22,217000	22,188000
112,591	0,036303	-1049,900320	22,217000	22,188000
112,739	0,067465	-1049,563979	22,217000	22,188000
112,767	0,249606	-1049,534834	22,217000	22,188000
112,886	0,410712	-1049,285306	22,217000	22,188000
113,000	0,445691	-1048,973897	22,217000	22,188000
113,176	0,618951	-1048,645153	22,217000	22,188000
113,294	0,767281	-1048,324351	22,217000	22,188000
113,417	0,970222	-1048,032004	22,217000	22,188000
113,504	1,256443	-1047,747806	22,217000	22,188000
113,594	1,425106	-1047,370510	22,217000	22,188000
113,712	1,496623	-1047,103439	22,224000	22,195000
113,832	1,671830	-1046,812888	22,224000	22,195000
113,950	1,970905	-1046,483246	22,224000	22,195000
114,098	2,092981	-1046,136338	22,224000	22,195000
114,188	2,372425	-1045,914919	22,224000	22,195000
114,220	2,208903	-1045,868853	22,224000	22,195000
114,339	2,378112	-1045,563383	22,224000	22,195000
114,630	2,532518	-1045,289476	22,224000	22,195000
114,753	2,690898	-1044,887524	22,224000	22,195000
114,839	2,939257	-1044,613686	22,224000	22,195000
115,020	2,950086	-1044,351588	22,224000	22,195000
