µTester v1.2
Start date:	04.08.2021 11:07:33,389
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
164,787	-3,016227	-893,699667	22,547000	22,539000
164,845	-2,949666	-893,733429	22,547000	22,539000
165,704	-2,418778	-893,380868	22,547000	22,539000
165,765	-2,182883	-892,849007	22,547000	22,539000
165,827	-1,876563	-892,363212	22,547000	22,539000
165,856	-1,634046	-892,032050	22,547000	22,539000
165,942	-1,293759	-891,647365	22,547000	22,539000
165,971	-1,150181	-891,319173	22,547000	22,539000
166,060	-0,761906	-890,941877	22,542000	22,534000
166,147	-0,768605	-890,588753	22,542000	22,534000
166,294	-0,457065	-890,268227	22,542000	22,534000
166,380	-0,233168	-890,081479	22,542000	22,534000
166,441	-0,167417	-889,974982	22,542000	22,534000
166,531	-0,221249	-889,697207	22,542000	22,534000
166,708	-0,129789	-889,423507	22,542000	22,534000
166,854	0,031629	-889,150981	22,542000	22,534000
167,003	0,075801	-888,852832	22,542000	22,534000
167,149	0,517519	-888,367382	22,542000	22,534000
167,236	0,577973	-888,098861	22,542000	22,534000
167,326	0,727550	-887,698912	22,542000	22,534000
167,383	0,901744	-887,514512	22,542000	22,534000
167,444	0,994684	-887,338399	22,542000	22,534000
167,560	1,115670	-887,064975	22,536000	22,528000
167,683	1,330530	-886,804397	22,536000	22,528000
167,769	1,472005	-886,449063	22,536000	22,528000
167,888	1,555986	-886,183374	22,536000	22,528000
168,064	1,871187	-885,812708	22,536000	22,528000
168,244	1,908815	-885,559865	22,536000	22,528000
168,329	1,907491	-885,261923	22,536000	22,528000
168,506	1,961089	-884,979728	22,536000	22,528000
168,685	2,128506	-884,682753	22,536000	22,528000
168,801	2,278783	-884,381428	22,536000	22,528000
168,949	2,712010	-884,053996	22,543000	22,540000
169,034	2,720891	-883,796456	22,543000	22,540000
169,124	3,022771	-883,488155	22,543000	22,540000
169,210	2,905135	-883,228337	22,543000	22,540000
169,329	3,242072	-882,773758	22,543000	22,540000
169,448	3,316393	-882,407858	22,543000	22,540000
169,596	3,524164	-882,101559	22,543000	22,540000
169,743	3,639307	-881,843744	22,543000	22,540000
169,862	3,676545	-881,575707	22,543000	22,540000
169,949	3,801270	-881,249449	22,543000	22,540000
170,038	4,055239	-881,005722	22,543000	22,540000
170,067	4,112577	-880,785961	22,543000	22,540000
170,156	4,204971	-880,529319	22,543000	22,540000
170,215	4,352756	-880,276615	22,543000	22,540000
170,300	4,571668	-879,932676	22,538000	22,525000
170,391	4,682681	-879,660150	22,538000	22,525000
170,479	4,842853	-879,395843	22,538000	22,525000
170,567	4,936494	-879,118068	22,538000	22,525000
170,685	4,987833	-878,809766	22,538000	22,525000
170,714	5,063401	-878,759419	22,538000	22,525000
170,804	5,152445	-878,538691	22,538000	22,525000
170,948	5,344246	-878,202557	22,538000	22,525000
171,069	5,467647	-877,933484	22,538000	22,525000
171,271	5,440302	-877,606604	22,538000	22,525000
171,479	5,768592	-877,331108	22,538000	22,525000
171,566	5,741871	-877,069909	22,538000	22,525000
171,745	5,906171	-876,726109	22,530000	22,532000
171,836	6,082157	-876,580798	22,530000	22,532000
171,864	6,060266	-876,475890	22,530000	22,532000
172,008	6,251755	-876,135681	22,530000	22,532000
172,127	6,390191	-875,878211	22,530000	22,532000
