µTester v1.2
Start date:	02.08.2021 16:35:08,296
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
155,053	-1,735088	-1151,007801	22,758000	22,749000
155,085	-1,442636	-1151,065480	22,758000	22,749000
156,311	-0,685326	-1150,672219	22,759000	22,732000
156,396	-0,321122	-1150,529395	22,759000	22,732000
156,430	-0,422632	-1150,282561	22,759000	22,732000
156,548	-0,221794	-1150,011830	22,759000	22,732000
156,638	0,033966	-1149,749664	22,749000	22,741000
156,786	0,124336	-1149,373473	22,749000	22,741000
156,991	0,371994	-1149,027531	22,749000	22,741000
157,106	0,500692	-1148,773100	22,749000	22,741000
157,195	0,487370	-1148,449743	22,749000	22,741000
157,224	0,811453	-1148,388483	22,749000	22,741000
157,285	0,752012	-1148,118374	22,749000	22,741000
157,372	0,913430	-1147,783967	22,749000	22,741000
157,491	1,026313	-1147,506675	22,749000	22,741000
157,609	1,363640	-1147,219024	22,749000	22,741000
157,875	1,310743	-1146,595999	22,749000	22,741000
157,936	1,740775	-1146,279617	22,749000	22,741000
157,966	1,902427	-1146,148188	22,749000	22,741000
158,085	1,945898	-1145,957641	22,761000	22,737000
158,231	2,114639	-1145,625513	22,761000	22,737000
158,408	2,434670	-1145,281505	22,761000	22,737000
158,499	2,518807	-1145,005181	22,761000	22,737000
158,674	2,644701	-1144,675677	22,761000	22,737000
158,817	2,771295	-1144,424975	22,761000	22,737000
158,907	2,959123	-1144,261293	22,761000	22,737000
158,998	3,028146	-1144,114878	22,761000	22,737000
159,116	3,068034	-1143,815624	22,761000	22,737000
159,231	3,178736	-1143,493924	22,761000	22,737000
159,349	3,334778	-1143,156616	22,761000	22,737000
159,436	3,504688	-1142,887543	22,761000	22,737000
159,555	3,690568	-1142,582143	22,751000	22,742000
159,673	3,722976	-1142,129429	22,751000	22,742000
159,735	3,977724	-1142,113613	22,751000	22,742000
159,850	4,038801	-1141,748887	22,751000	22,742000
160,034	4,205984	-1141,484925	22,751000	22,742000
160,148	4,259582	-1141,166816	22,751000	22,742000
160,272	4,412431	-1140,732266	22,751000	22,742000
160,361	4,698808	-1140,450900	22,751000	22,742000
160,447	4,880481	-1140,089005	22,751000	22,742000
160,570	4,968123	-1139,665920	22,751000	22,742000
160,599	5,246554	-1139,536149	22,751000	22,742000
