µTester v1.2
Start date:	06.08.2021 18:34:04,233
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
4,224	-3,159727	-777,587985	22,573000	22,580000
4,228	-3,168998	-777,637021	22,573000	22,580000
5,047	-1,839013	-777,501586	22,569000	22,573000
5,108	-1,560582	-777,268081	22,569000	22,573000
5,194	-1,296408	-776,908051	22,569000	22,573000
5,456	-1,029975	-776,522675	22,569000	22,573000
5,513	-0,862714	-776,175974	22,569000	22,573000
5,541	-0,562626	-775,872023	22,569000	22,573000
5,571	-0,546032	-775,411782	22,569000	22,573000
5,632	-0,040432	-775,092775	22,569000	22,573000
5,662	0,255137	-774,800704	22,569000	22,573000
5,780	0,445068	-774,647106	22,569000	22,573000
5,869	0,435096	-774,547792	22,569000	22,573000
6,193	0,580155	-774,295985	22,573000	22,576000
6,488	0,861779	-774,032161	22,573000	22,576000
6,754	1,022107	-773,701345	22,573000	22,576000
6,934	1,338632	-773,297528	22,573000	22,576000
7,021	1,490079	-773,074728	22,573000	22,576000
7,049	1,587070	-772,940675	22,573000	22,576000
7,168	1,909127	-772,603229	22,573000	22,576000
7,312	2,033073	-772,287400	22,573000	22,576000
7,426	2,259229	-771,940630	22,573000	22,576000
7,570	2,440825	-771,546689	22,576000	22,568000
7,599	2,512341	-771,591995	22,576000	22,568000
7,807	2,631067	-771,282106	22,576000	22,568000
8,012	2,810871	-770,993488	22,576000	22,568000
8,131	2,977976	-770,661290	22,576000	22,568000
8,249	3,205847	-770,382065	22,576000	22,568000
8,364	3,558053	-770,139167	22,576000	22,568000
8,397	3,480538	-769,984464	22,576000	22,568000
8,515	3,581424	-769,641769	22,576000	22,568000
8,630	3,907065	-769,329186	22,576000	22,568000
8,692	4,036853	-769,056038	22,576000	22,568000
8,869	4,273216	-768,784272	22,576000	22,568000
9,012	4,474832	-768,534053	22,564000	22,575000
9,097	4,628304	-768,397721	22,564000	22,575000
9,154	4,491816	-768,267950	22,564000	22,575000
9,332	4,820494	-767,998048	22,564000	22,575000
9,535	4,860537	-767,714679	22,564000	22,575000
9,712	5,184464	-767,399333	22,564000	22,575000
9,855	5,290726	-767,125702	22,564000	22,575000
9,998	5,466245	-766,807870	22,564000	22,575000
10,028	5,661941	-766,743088	22,564000	22,575000
10,118	5,655163	-766,510273	22,564000	22,575000
10,232	5,875009	-766,228216	22,564000	22,575000
10,351	6,092986	-765,897953	22,564000	22,575000
10,466	6,397982	-765,641519	22,567000	22,565000
10,556	6,403903	-765,391300	22,567000	22,565000
10,736	6,587212	-765,051575	22,567000	22,565000
10,765	6,751746	-765,031132	22,567000	22,565000
10,907	6,853411	-764,767446	22,567000	22,565000
11,050	6,957881	-764,409626	22,567000	22,565000
11,169	7,346936	-764,071351	22,567000	22,565000
11,288	7,492462	-763,726791	22,567000	22,565000
