µTester v1.2
Start date:	16.08.2021 16:59:46,655
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
209,202	-2,482893	-1156,613718	22,753000	22,707000
209,236	-2,528458	-1156,613718	22,753000	22,707000
210,644	-1,000527	-1156,613441	22,759000	22,705000
211,091	-0,174350	-1156,253549	22,759000	22,705000
211,151	0,030850	-1156,134276	22,751000	22,707000
211,184	0,063492	-1156,001950	22,751000	22,707000
211,271	0,157367	-1155,634046	22,751000	22,707000
211,391	0,475061	-1155,333756	22,751000	22,707000
211,479	0,652839	-1155,080637	22,751000	22,707000
211,569	0,702776	-1154,702305	22,751000	22,707000
211,685	1,080847	-1154,555959	22,751000	22,707000
211,717	0,901121	-1154,439172	22,751000	22,707000
211,804	1,209700	-1154,088189	22,751000	22,707000
211,895	1,283164	-1153,749500	22,751000	22,707000
211,983	1,607013	-1153,468893	22,751000	22,707000
212,069	1,733218	-1153,104581	22,751000	22,707000
212,278	2,049900	-1152,781776	22,751000	22,707000
212,337	2,140347	-1152,810369	22,751000	22,707000
212,450	2,152890	-1152,379617	22,751000	22,707000
212,577	2,356610	-1152,124495	22,745000	22,701000
212,725	2,577547	-1151,836015	22,745000	22,701000
212,815	2,767167	-1151,484065	22,745000	22,701000
212,930	2,848109	-1151,176593	22,745000	22,701000
213,020	3,170478	-1150,946610	22,745000	22,701000
213,053	3,111972	-1150,790319	22,745000	22,701000
213,167	3,325118	-1150,452596	22,745000	22,701000
213,257	3,629647	-1150,125026	22,745000	22,701000
213,344	3,664470	-1149,798077	22,745000	22,701000
213,431	3,902858	-1149,542265	22,745000	22,701000
213,577	4,190637	-1149,331482	22,745000	22,701000
213,644	4,100813	-1149,284587	22,745000	22,701000
213,848	4,214086	-1149,543232	22,745000	22,701000
213,934	3,696255	-1149,805744	22,745000	22,701000
214,024	3,618273	-1149,551796	22,744000	22,704000
214,085	3,727651	-1149,147150	22,744000	22,704000
214,146	4,033426	-1148,799552	22,744000	22,704000
214,208	4,284200	-1148,478335	22,744000	22,704000
214,531	4,356651	-1148,068855	22,744000	22,704000
214,560	4,576186	-1147,676365	22,744000	22,704000
214,588	4,673645	-1147,024816	22,744000	22,704000
214,618	5,023436	-1146,588056	22,744000	22,704000
214,646	5,346505	-1146,259588	22,744000	22,704000
214,765	6,095167	-1145,999632	22,744000	22,704000
214,908	6,132717	-1145,722271	22,744000	22,704000
215,027	6,279567	-1145,459759	22,744000	22,704000
215,143	6,487806	-1145,361136	22,744000	22,704000
215,203	6,410213	-1145,200770	22,744000	22,704000
215,351	6,496297	-1144,746053	22,750000	22,698000
215,556	6,853957	-1144,447904	22,750000	22,698000
215,646	6,910749	-1144,092363	22,750000	22,698000
215,793	7,089072	-1143,754088	22,750000	22,698000
215,944	7,375293	-1143,304413	22,750000	22,698000
215,973	7,532037	-1143,317812	22,750000	22,698000
216,034	7,521364	-1143,049498	22,750000	22,698000
216,148	7,693377	-1142,779666	22,750000	22,698000
216,240	7,985207	-1142,479514	22,750000	22,698000
216,329	8,021823	-1142,097038	22,750000	22,698000
216,501	8,244551	-1141,844195	22,750000	22,698000
216,624	8,373016	-1141,583410	22,750000	22,698000
216,710	8,506155	-1141,283949	22,750000	22,698000
216,739	8,642487	-1141,341962	22,750000	22,698000
216,830	8,553598	-1140,998162	22,750000	22,698000
216,915	8,838495	-1140,642069	22,749000	22,702000
217,005	9,057718	-1140,281970	22,749000	22,702000
217,092	9,199816	-1139,964828	22,749000	22,702000
217,152	9,296417	-1139,682633	22,749000	22,702000
217,243	9,626888	-1139,407690	22,749000	22,702000
217,300	9,719594	-1139,263415	22,749000	22,702000
217,358	9,946530	-1139,123215	22,749000	22,702000
217,448	10,007763	-1138,848686	22,749000	22,702000
217,533	10,082629	-1138,578992	22,749000	22,702000
217,628	10,175180	-1138,320140	22,749000	22,702000
217,771	10,428915	-1138,018400	22,749000	22,702000
217,923	10,585658	-1137,729299	22,749000	22,702000
218,070	10,643152	-1137,447104	22,749000	22,702000
218,102	10,740922	-1137,399657	22,749000	22,702000
218,226	10,874139	-1137,151234	22,750000	22,707000
218,374	11,128497	-1136,863790	22,750000	22,707000
218,492	11,119148	-1136,558251	22,750000	22,707000
218,668	11,290148	-1136,186480	22,750000	22,707000
218,787	11,537651	-1135,929286	22,750000	22,707000
218,874	11,551830	-1135,620502	22,750000	22,707000
218,934	11,747448	-1135,459652	22,750000	22,707000
218,967	11,619217	-1135,333127	22,750000	22,707000
219,087	11,990743	-1135,015985	22,750000	22,707000
219,173	12,086722	-1134,710654	22,750000	22,707000
219,263	12,328381	-1134,421276	22,750000	22,707000
219,409	12,548929	-1134,163184	22,750000	22,707000
219,557	12,597541	-1133,876914	22,750000	22,707000
219,672	12,606344	-1133,611018	22,756000	22,708000
219,733	12,781552	-1133,436010	22,756000	22,708000
219,790	12,872544	-1133,149326	22,756000	22,708000
219,910	13,004436	-1132,785083	22,756000	22,708000
220,023	13,486587	-1132,395355	22,756000	22,708000
220,114	13,536757	-1132,139197	22,756000	22,708000
220,232	13,861152	-1131,750437	22,756000	22,708000
220,355	13,950196	-1131,487096	22,756000	22,708000
220,445	14,160460	-1131,194472	22,756000	22,708000
220,565	14,265398	-1130,873463	22,756000	22,708000
220,713	14,364726	-1130,553283	22,756000	22,708000
220,831	14,556293	-1130,254927	22,756000	22,708000
220,949	14,713894	-1129,996490	22,756000	22,708000
221,097	14,897748	-1129,879496	22,749000	22,701000
221,155	14,886608	-1129,712913	22,749000	22,701000
221,306	15,017877	-1129,369321	22,749000	22,701000
221,449	15,229154	-1129,086573	22,749000	22,701000
221,626	15,456947	-1128,765011	22,749000	22,701000
221,745	15,427187	-1128,433228	22,749000	22,701000
221,863	15,716836	-1128,169750	22,749000	22,701000
221,953	15,730002	-1127,893494	22,749000	22,701000
222,039	15,994877	-1127,670072	22,749000	22,701000
222,068	16,069821	-1127,542235	22,749000	22,701000
222,187	16,144298	-1127,152024	22,749000	22,701000
222,306	16,365157	-1126,848419	22,749000	22,701000
222,420	16,535768	-1126,591432	22,745000	22,704000
222,568	16,571837	-1126,303367	22,745000	22,704000
222,686	16,823858	-1125,983601	22,745000	22,704000
222,777	17,016126	-1125,852034	22,745000	22,704000
222,806	16,952245	-1125,720053	22,745000	22,704000
222,896	17,001325	-1125,442071	22,745000	22,704000
222,980	17,323460	-1125,190955	22,745000	22,704000
223,042	17,462831	-1124,843839	22,745000	22,704000
223,128	17,483086	-1124,579808	22,745000	22,704000
223,190	17,614199	-1124,309975	22,745000	22,704000
223,309	17,892863	-1123,962860	22,745000	22,704000
223,337	18,034727	-1123,934613	22,745000	22,704000
223,427	18,094870	-1123,576724	22,745000	22,704000
223,546	18,187732	-1123,269182	22,745000	22,704000
223,669	18,507218	-1123,005842	22,745000	22,704000
223,816	18,615817	-1122,718605	22,754000	22,693000
223,961	18,801541	-1122,440623	22,754000	22,693000
224,111	18,917385	-1122,017468	22,754000	22,693000
224,201	19,074440	-1121,918569	22,754000	22,693000
224,317	19,140659	-1121,713380	22,754000	22,693000
224,407	19,129363	-1121,462402	22,754000	22,693000
224,554	19,388473	-1121,183245	22,754000	22,693000
224,701	19,447758	-1120,846006	22,754000	22,693000
224,787	19,586273	-1120,574171	22,754000	22,693000
224,943	19,958578	-1120,163241	22,754000	22,693000
225,029	19,949463	-1119,827590	22,754000	22,693000
225,091	20,166661	-1119,719712	22,754000	22,693000
225,152	20,280479	-1119,466317	22,754000	22,693000
225,271	20,517153	-1119,103179	22,744000	22,708000
225,451	20,708019	-1118,722084	22,744000	22,708000
225,628	20,809061	-1118,457638	22,744000	22,708000
225,746	20,923503	-1118,085798	22,744000	22,708000
225,865	21,158774	-1117,707397	22,744000	22,708000
225,894	21,283421	-1117,664509	22,744000	22,708000
225,955	21,377764	-1117,397024	22,744000	22,708000
226,041	21,577744	-1117,137620	22,744000	22,708000
226,127	21,700132	-1116,750724	22,744000	22,708000
226,245	21,958386	-1116,410653	22,744000	22,708000
226,394	22,124945	-1116,046410	22,744000	22,708000
226,516	22,237751	-1115,788526	22,744000	22,708000
226,544	22,319005	-1115,665937	22,744000	22,708000
226,631	22,320719	-1115,461025	22,744000	22,708000
226,808	22,623923	-1115,073024	22,741000	22,707000
226,983	22,775915	-1114,805332	22,741000	22,707000
227,130	22,888020	-1114,491437	22,741000	22,707000
227,307	23,110982	-1114,180373	22,741000	22,707000
227,454	23,199949	-1113,893827	22,741000	22,707000
227,605	23,281515	-1113,570055	22,741000	22,707000
227,663	23,397826	-1113,466736	22,741000	22,707000
227,749	23,476120	-1113,233852	22,741000	22,707000
227,868	23,556674	-1112,902898	22,741000	22,707000
228,022	23,810330	-1112,597152	22,741000	22,707000
228,109	23,912619	-1112,240644	22,749000	22,706000
228,232	24,225405	-1111,897397	22,749000	22,706000
228,323	24,471973	-1111,711338	22,749000	22,706000
228,351	24,472285	-1111,551041	22,749000	22,706000
228,527	24,576677	-1111,247574	22,749000	22,706000
228,646	24,652478	-1110,935405	22,749000	22,706000
228,793	24,745574	-1110,596992	22,749000	22,706000
228,879	25,044805	-1110,297324	22,749000	22,706000
228,969	25,114451	-1109,910912	22,749000	22,706000
229,084	25,454894	-1109,571532	22,749000	22,706000
229,113	25,512465	-1109,488862	22,749000	22,706000
229,174	25,613741	-1109,261158	22,749000	22,706000
229,261	25,856335	-1108,942014	22,749000	22,706000
229,379	26,170758	-1108,595175	22,749000	22,706000
229,526	26,203010	-1108,176164	22,749000	22,706000
229,670	26,376659	-1107,867656	22,745000	22,708000
229,792	26,512914	-1107,649898	22,745000	22,708000
229,854	26,554905	-1107,571096	22,745000	22,708000
229,969	26,581392	-1107,237310	22,745000	22,708000
230,083	26,692874	-1106,977422	22,745000	22,708000
230,292	26,974264	-1106,679964	22,745000	22,708000
230,407	27,071489	-1106,408543	22,745000	22,708000
230,560	27,237815	-1106,102866	22,745000	22,708000
230,648	27,333092	-1105,839318	22,745000	22,708000
230,738	27,584568	-1105,684822	22,745000	22,708000
230,771	27,509390	-1105,508917	22,745000	22,708000
230,887	27,583244	-1105,201306	22,749000	22,701000
230,976	27,848820	-1104,944872	22,749000	22,701000
231,095	28,111202	-1104,560945	22,749000	22,701000
231,211	28,248859	-1104,275712	22,749000	22,701000
231,328	28,355199	-1103,897379	22,749000	22,701000
231,476	28,549960	-1103,624991	22,749000	22,701000
231,534	28,665025	-1103,554684	22,749000	22,701000
231,652	28,643134	-1103,324425	22,749000	22,701000
231,743	28,717143	-1103,055007	22,749000	22,701000
231,805	28,781181	-1102,780064	22,749000	22,701000
231,923	29,027748	-1102,387850	22,749000	22,701000
232,014	29,339054	-1102,111939	22,749000	22,701000
232,069	29,433085	-1101,842867	22,749000	22,701000
232,188	29,555551	-1101,443953	22,749000	22,701000
232,218	29,716891	-1101,383384	22,749000	22,701000
232,304	29,835695	-1101,089034	22,749000	22,701000
232,423	29,963303	-1100,836605	22,747000	22,700000
232,541	30,095273	-1100,574232	22,747000	22,700000
232,660	30,230048	-1100,287893	22,747000	22,700000
232,804	30,465397	-1099,982147	22,747000	22,700000
232,983	30,505518	-1099,604505	22,747000	22,700000
233,132	30,778963	-1099,421417	22,747000	22,700000
233,189	30,805138	-1099,244406	22,747000	22,700000
233,368	30,752319	-1098,858408	22,747000	22,700000
233,541	31,060198	-1098,607844	22,747000	22,700000
233,688	31,178301	-1098,267635	22,751000	22,708000
233,808	31,336291	-1097,938201	22,751000	22,708000
233,925	31,488828	-1097,640121	22,751000	22,708000
234,044	31,643391	-1097,275187	22,751000	22,708000
234,102	31,828881	-1097,181122	22,751000	22,708000
234,191	31,931481	-1096,883871	22,751000	22,708000
234,311	32,079733	-1096,548428	22,751000	22,708000
234,404	32,148913	-1096,291372	22,751000	22,708000
234,581	32,459128	-1096,025959	22,751000	22,708000
234,703	32,534695	-1095,718280	22,751000	22,708000
234,819	32,665185	-1095,446997	22,751000	22,708000
234,881	32,716213	-1095,179858	22,751000	22,708000
234,908	32,829252	-1095,039865	22,751000	22,708000
234,966	32,903339	-1094,777837	22,751000	22,708000
235,085	33,198597	-1094,424851	22,751000	22,708000
235,203	33,290836	-1094,032844	22,752000	22,699000
235,323	33,558048	-1093,701268	22,752000	22,699000
235,441	33,833363	-1093,353324	22,752000	22,699000
235,584	33,980446	-1092,978929	22,752000	22,699000
