µTester v1.2
Start date:	04.08.2021 09:56:29,405
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
138,676	-2,703129	-1156,613303	22,344000	22,315000
138,731	-2,644865	-1156,613548	22,344000	22,315000
139,825	-1,653289	-1156,613234	22,336000	22,306000
140,658	-0,629156	-1156,554116	22,332000	22,313000
140,866	-0,413361	-1156,240565	22,332000	22,313000
140,895	-0,236284	-1155,883850	22,332000	22,313000
141,427	0,084526	-1155,569817	22,332000	22,313000
141,513	0,168975	-1155,154674	22,332000	22,313000
141,542	0,571429	-1155,127601	22,332000	22,313000
141,574	0,723109	-1154,871926	22,332000	22,313000
141,604	0,784186	-1154,602439	22,332000	22,313000
141,690	1,160309	-1154,274869	22,332000	22,313000
141,869	1,258547	-1153,930171	22,332000	22,313000
141,956	1,611688	-1153,837970	22,332000	22,313000
142,046	1,791024	-1153,643970	22,332000	22,313000
142,252	1,963270	-1153,303209	22,331000	22,317000
142,606	2,177663	-1153,044219	22,331000	22,317000
142,807	2,307764	-1152,764027	22,331000	22,317000
142,899	2,617434	-1152,708845	22,331000	22,317000
143,251	2,448849	-1152,478724	22,331000	22,317000
143,574	2,700169	-1152,209029	22,328000	22,308000
143,693	2,846863	-1151,933948	22,328000	22,308000
143,934	3,076369	-1151,629376	22,328000	22,308000
144,049	3,390169	-1151,219343	22,328000	22,308000
144,172	3,648578	-1150,941085	22,328000	22,308000
144,288	3,751567	-1150,597561	22,328000	22,308000
144,467	3,916413	-1150,240432	22,328000	22,308000
144,614	4,039268	-1149,902019	22,328000	22,308000
144,734	4,564968	-1149,636951	22,328000	22,308000
144,823	4,639912	-1149,291425	22,328000	22,308000
144,851	4,779361	-1149,159720	22,328000	22,308000
144,909	4,853760	-1148,877870	22,328000	22,308000
145,090	5,321498	-1148,403125	22,334000	22,308000
145,208	5,343311	-1148,116302	22,334000	22,308000
145,503	5,303736	-1147,842602	22,334000	22,308000
145,712	5,799598	-1147,524218	22,334000	22,308000
145,887	6,038453	-1147,161149	22,334000	22,308000
146,010	6,118928	-1146,808301	22,334000	22,308000
146,126	6,323739	-1146,451448	22,334000	22,308000
146,244	6,382011	-1146,195911	22,334000	22,308000
146,391	6,546468	-1145,929049	22,332000	22,308000
146,569	6,746838	-1145,656453	22,332000	22,308000
146,600	6,986706	-1145,544639	22,332000	22,308000
146,686	6,757901	-1145,351260	22,332000	22,308000
146,805	7,115716	-1145,014988	22,332000	22,308000
146,953	7,419699	-1144,708275	22,332000	22,308000
147,068	7,387836	-1144,382570	22,332000	22,308000
147,248	7,544190	-1144,123373	22,332000	22,308000
147,395	7,685665	-1143,844355	22,332000	22,308000
147,510	7,953890	-1143,590752	22,332000	22,308000
147,542	8,063891	-1143,465194	22,332000	22,308000
147,600	8,219622	-1143,226302	22,332000	22,308000
147,690	8,252576	-1142,927117	22,332000	22,308000
147,780	8,654095	-1142,628139	22,324000	22,320000
147,867	8,739323	-1142,315625	22,324000	22,320000
147,984	9,090282	-1141,958910	22,324000	22,320000
148,071	9,074935	-1141,696675	22,324000	22,320000
148,185	9,210255	-1141,401772	22,324000	22,320000
148,366	9,423869	-1141,026755	22,324000	22,320000
148,574	9,659998	-1140,740070	22,324000	22,320000
148,748	9,738447	-1140,424172	22,324000	22,320000
149,009	9,824610	-1140,082927	22,324000	22,320000
149,189	10,090108	-1139,821659	22,323000	22,307000
149,218	10,118387	-1139,827391	22,323000	22,307000
149,309	9,977225	-1139,557627	22,323000	22,307000
149,453	10,299437	-1139,288278	22,323000	22,307000
149,574	10,454701	-1139,018584	22,323000	22,307000
149,689	10,558703	-1138,647020	22,323000	22,307000
149,837	10,844769	-1138,298731	22,323000	22,307000
149,923	10,925322	-1138,042849	22,323000	22,307000
149,955	11,131535	-1138,024754	22,323000	22,307000
150,042	11,212166	-1137,724533	22,323000	22,307000
150,189	11,327698	-1137,406080	22,323000	22,307000
150,368	11,465745	-1137,146952	22,323000	22,307000
150,484	11,570449	-1136,864135	22,323000	22,307000
150,606	11,683021	-1136,550861	22,325000	22,314000
150,692	11,940807	-1136,280614	22,325000	22,314000
150,754	12,161354	-1136,068450	22,325000	22,314000
150,783	12,055014	-1135,936054	22,325000	22,314000
150,873	12,218458	-1135,660559	22,325000	22,314000
150,958	12,410882	-1135,364758	22,325000	22,314000
151,109	12,597230	-1135,017436	22,325000	22,314000
151,261	12,865143	-1134,635719	22,325000	22,314000
151,380	12,992127	-1134,379216	22,325000	22,314000
151,528	12,912353	-1134,113389	22,325000	22,314000
151,587	13,213843	-1133,976297	22,325000	22,314000
151,675	13,234488	-1133,852673	22,325000	22,314000
151,824	13,286684	-1133,511359	22,325000	22,314000
151,999	13,464228	-1133,255339	22,325000	22,308000
152,171	13,664053	-1132,965892	22,325000	22,308000
152,291	13,701525	-1132,699513	22,325000	22,308000
152,498	13,980891	-1132,447499	22,325000	22,308000
152,588	14,022803	-1132,153908	22,325000	22,308000
152,646	14,157890	-1131,894228	22,325000	22,308000
152,736	14,284173	-1131,656164	22,325000	22,308000
152,765	14,350547	-1131,460368	22,325000	22,308000
152,883	14,515627	-1131,055723	22,325000	22,308000
152,998	14,847812	-1130,790932	22,325000	22,308000
153,118	14,952671	-1130,494993	22,325000	22,308000
153,350	14,956566	-1130,131855	22,325000	22,308000
153,498	15,322016	-1129,850005	22,322000	22,302000
