µTester v1.2
Start date:	04.08.2021 08:44:43,483
Time [s]	Force [N]	Disp1 [µm]	Temp1 [°C]	Temp2 [°C]
170,470	-3,221583	-814,664665	21,988000	21,979000
170,474	-3,236385	-814,627232	21,988000	21,979000
170,961	-2,552540	-814,611831	21,988000	21,979000
171,440	-1,848361	-814,352703	21,985000	21,972000
171,703	-1,491247	-814,218857	21,985000	21,972000
171,794	-1,453386	-814,090191	21,985000	21,972000
172,084	-1,289786	-813,788658	21,985000	21,972000
172,145	-1,194509	-813,451074	21,985000	21,972000
172,175	-1,005669	-813,182001	21,985000	21,972000
172,235	-0,852431	-812,841999	21,985000	21,972000
172,293	-0,652684	-812,519471	21,985000	21,972000
172,321	-0,315591	-812,387144	21,985000	21,972000
172,351	-0,267524	-812,207924	21,985000	21,972000
172,379	-0,314189	-811,957774	21,985000	21,972000
172,437	-0,063181	-811,545739	21,985000	21,972000
172,497	0,135943	-811,247314	21,985000	21,972000
172,588	0,357659	-810,983559	21,985000	21,972000
172,735	0,422164	-810,691004	21,990000	21,973000
173,235	0,661643	-810,201755	21,990000	21,973000
173,264	0,831319	-809,993044	21,990000	21,973000
173,296	0,922311	-809,683983	21,990000	21,973000
173,354	1,175033	-809,238038	21,990000	21,973000
173,411	1,393166	-808,868891	21,990000	21,973000
173,472	1,728233	-808,559278	21,990000	21,973000
173,530	1,858956	-808,237025	21,990000	21,973000
173,645	1,905154	-807,982249	21,990000	21,973000
173,735	2,132557	-807,725953	21,990000	21,973000
173,883	2,369620	-807,413231	21,990000	21,973000
174,001	2,421427	-807,118812	21,990000	21,973000
174,119	2,641662	-806,772802	21,995000	21,969000
174,234	2,952735	-806,429485	21,995000	21,969000
174,856	2,825751	-805,978014	21,995000	21,969000
174,915	3,120853	-805,424812	21,995000	21,969000
174,976	3,586644	-804,862218	21,995000	21,969000
175,033	3,825031	-804,424007	21,995000	21,969000
175,062	4,068483	-804,296515	21,995000	21,969000
175,091	4,124029	-804,155142	21,995000	21,969000
175,181	4,211749	-803,894425	21,995000	21,969000
175,237	4,304455	-803,589370	21,995000	21,969000
175,357	4,548063	-803,290462	21,995000	21,969000
175,472	4,595896	-802,998459	21,995000	21,969000
175,619	4,928081	-802,568122	21,986000	21,965000
175,647	5,078514	-802,628484	21,986000	21,965000
175,795	5,112948	-802,184541	21,986000	21,965000
175,942	5,472477	-801,911877	21,986000	21,965000
176,033	5,401039	-801,636657	21,986000	21,965000
176,181	5,590580	-801,371107	21,986000	21,965000
176,299	5,716006	-801,094644	21,986000	21,965000
176,476	5,923310	-800,822256	21,986000	21,965000
176,594	5,969819	-800,540406	21,986000	21,965000
176,622	6,092285	-800,646212	21,986000	21,965000
176,773	6,240927	-800,193636	21,986000	21,965000
176,918	6,295382	-799,911925	21,988000	21,974000
177,036	6,355836	-799,588084	21,988000	21,974000
177,183	6,727907	-799,274603	21,988000	21,974000
177,335	6,845777	-798,985778	21,988000	21,974000
177,457	6,817575	-798,704411	21,988000	21,974000
177,639	7,085255	-798,409025	21,988000	21,974000
177,667	7,136672	-798,445007	21,988000	21,974000
177,727	7,263345	-798,107078	21,988000	21,974000
177,817	7,362829	-797,770253	21,988000	21,974000
177,937	7,575819	-797,305453	21,988000	21,974000
178,023	7,798081	-797,020702	21,988000	21,974000
178,112	7,842798	-796,627384	21,988000	21,974000
178,231	8,070980	-796,270807	21,988000	21,974000
178,261	8,185811	-796,200016	21,988000	21,974000
178,318	8,165478	-795,980876	21,979000	21,967000
178,437	8,546042	-795,628858	21,979000	21,967000
178,556	8,504363	-795,331192	21,979000	21,967000
178,732	8,887809	-795,002862	21,979000	21,967000
178,875	8,886874	-794,717421	21,979000	21,967000
178,994	8,972880	-794,463957	21,979000	21,967000
179,116	9,205347	-794,191638	21,979000	21,967000
179,289	9,263308	-793,941488	21,979000	21,967000
179,379	9,312310	-793,663852	21,979000	21,967000
179,559	9,483077	-793,328408	21,979000	21,967000
